관광지명,지역명,중분류,소분류
안의원조갈비집,경상남도 함양군,음식점,한식
"안의장 (5, 10일)",경상남도 함양군,쇼핑,5일장
안의향교,경상남도 함양군,역사관광지,유적지/사적지
안인항,강원도 강릉시,자연관광지,항구/포구
안인해변(안인해수욕장),강원도 강릉시,자연관광지,해수욕장
안일사(대구),대구광역시 남구,역사관광지,사찰
안일옥,경기도 안성시,음식점,한식
안적사(부산),부산광역시 기장군,역사관광지,사찰
안전을 체험하다.,None,가족코스,가족코스
안전횟집,경상남도 거제시,음식점,한식
안정가마골,경기도 평택시,음식점,한식
안정궁 관광 한옥 펜션,경상남도 통영시,숙박시설,한옥스테이
안정궁관광한옥펜션,경상남도 통영시,숙박시설,펜션
안정근린공원,경상남도 통영시,휴양관광지,공원
안정리 예술인광장,경기도 평택시,문화시설,전시관
안정사,경상남도 통영시,역사관광지,사찰
안좌도,전라남도 신안군,자연관광지,섬
안중근의사 동상,서울특별시 용산구,건축/조형물,동상
안중근의사기념관,서울특별시 중구,문화시설,기념관
안중레포츠공원,경기도 평택시,휴양관광지,테마공원
안중시장,경기도 평택시,쇼핑,상설시장
안지곱창막창,대구광역시 남구,음식점,한식
안지랑 곱창골목,대구광역시 남구,체험관광지,이색체험
안집,경기도 성남시,음식점,한식
안태공원,경상남도 밀양시,휴양관광지,공원
안태울캠핑장,경기도 양주시,육상 레포츠,"야영장,오토캠핑장"
안터생태공원,경기도 광명시,휴양관광지,공원
안터선사공원,충청북도 옥천군,역사관광지,유적지/사적지
안현돋음볕마을,전라북도 고창군,체험관광지,이색거리
안회당과 여하정,충청남도 홍성군,역사관광지,유적지/사적지
안흥꽃게장백반,충청남도 태안군,음식점,한식
안흥사(경산),경상북도 경산시,역사관광지,사찰
안흥성,충청남도 태안군,역사관광지,성
안흥유원지,경기도 이천시,휴양관광지,유원지
안흥찐빵마을,강원도 횡성군,역사관광지,민속마을
안흥항,충청남도 태안군,자연관광지,항구/포구
알단테,경기도 파주시,음식점,서양식
알디프 티 바,서울특별시 마포구,음식점,바/까페
알뜨르비행장 및 일본군 비행기 격납고,제주특별자치도 서귀포시,역사관광지,유적지/사적지
알라또레 (홍대점),서울특별시 마포구,음식점,서양식
알라뷰레스토랑,충청남도 천안시,음식점,서양식
알로블루빈,강원도 삼척시,음식점,서양식
알로이막막,서울특별시 종로구,음식점,아시아식
알로하디디,경기도 화성시,음식점,바/까페
알로하웨이브,강원도 양양군,음식점,서양식
알마또,서울특별시 용산구,음식점,서양식
알마튜나 도곡점,서울특별시 강남구,음식점,일식
알멕스랜드 [한국관광 품질인증/Korea Quality],경기도 연천군,숙박시설,서비스드레지던스
알바노,충청남도 논산시,음식점,서양식
알바이신,서울특별시 종로구,음식점,서양식
"알봉 (울릉도, 독도 국가지질공원)",경상북도 울릉군,자연관광지,산
알봉분지전망대,경상북도 울릉군,건축/조형물,기념탑/기념비/전망대
알부스갤러리,서울특별시 용산구,문화시설,미술관/화랑
알작지,제주특별자치도 제주시,자연관광지,해수욕장
"알짜배기 도심 치유여행, 성남",None,힐링코스,힐링코스
"알짜배기 자연 치유여행, 남해",None,힐링코스,힐링코스
알콩달콩 다락방,전라북도 전주시,숙박시설,관광호텔
알콩달콩유아숲체험원,경기도 화성시,체험관광지,농.산.어촌 체험
알토스키샵,전라북도 무주군,육상 레포츠,스키(보드) 렌탈샵
알토이미술관,경기도 용인시,문화시설,미술관/화랑
알트(alt),충청남도 금산군,음식점,서양식
알파고글램핑,경기도 가평군,육상 레포츠,"야영장,오토캠핑장"
알파인스키보드 대여점,전라북도 무주군,육상 레포츠,스키(보드) 렌탈샵
알파카 체험카페 마추픽추,강원도 평창군,체험관광지,이색체험
알파카스테이,강원도 홍천군,육상 레포츠,"야영장,오토캠핑장"
알파카월드,강원도 홍천군,휴양관광지,테마공원
알페도,서울특별시 용산구,음식점,아시아식
알펜시아 리조트,강원도 평창군,휴양관광지,관광단지
알펜시아 알파인코스터,강원도 평창군,체험관광지,이색체험
알펜시아 오션700,강원도 평창군,휴양관광지,온천/욕장/스파
알펜시아 카지노,강원도 평창군,육상 레포츠,카지노
알펜시아리조트 눈썰매장,강원도 평창군,육상 레포츠,썰매장
알펜시아리조트 스키장,강원도 평창군,육상 레포츠,스키/스노보드
알펜시아에스테이트,강원도 평창군,숙박시설,관광호텔
알프스 산장식당,전라북도 진안군,음식점,한식
알프스마을,충청남도 청양군,체험관광지,농.산.어촌 체험
알프스모텔,강원도 태백시,숙박시설,모텔
알프스모텔,강원도 평창군,숙박시설,모텔
알프스밸리오토캠핑장,강원도 홍천군,육상 레포츠,"야영장,오토캠핑장"
알프스벨리 사계절썰매장,강원도 춘천시,육상 레포츠,썰매장
알프스비치,강원도 양양군,숙박시설,모텔
알프스스키,강원도 평창군,육상 레포츠,스키(보드) 렌탈샵
알프스승마장 포니,제주특별자치도 서귀포시,육상 레포츠,승마
알프스식당,전라북도 정읍시,음식점,한식
알프스온천모텔,울산광역시 울주군,숙박시설,모텔
알프스클럽,강원도 횡성군,숙박시설,펜션
알프스펜션스키샵,전라북도 무주군,육상 레포츠,스키(보드) 렌탈샵
알프스하동 섬진강문화 재첩축제,경상남도 하동군,축제,일반축제
알프스허브리아,경상남도 하동군,음식점,바/까페
알프스휴양림,충청남도 청양군,육상 레포츠,"야영장,오토캠핑장"
암돼지오양식관,서울특별시 종로구,음식점,한식
암사동선사유적박물관,서울특별시 강동구,문화시설,전시관
암사민물장어,서울특별시 강동구,음식점,한식
암사생태공원,서울특별시 강동구,자연관광지,자연생태관광지
암사선사유적박물관,서울특별시 강동구,문화시설,박물관
암사어린이극장,서울특별시 강동구,문화시설,공연장
암사종합시장,서울특별시 강동구,쇼핑,상설시장
암서재,충청북도 괴산군,역사관광지,유적지/사적지
암소한마리식육식당,경상남도 거창군,음식점,한식
암태 추포해수욕장,전라남도 신안군,자연관광지,해수욕장
암태남강선착장,전라남도 신안군,자연관광지,항구/포구
암태도,전라남도 신안군,자연관광지,섬
암포서원,경상북도 성주군,역사관광지,유적지/사적지
압강옥,전라북도 군산시,음식점,한식
압계서원,전라북도 장수군,역사관광지,유적지/사적지
압곡사(군위),경상북도 군위군,역사관광지,사찰
압구정 로데오거리,서울특별시 강남구,체험관광지,이색체험
압구정 한우국밥(명촌점),울산광역시 북구,음식점,한식
압구정갈비,부산광역시 금정구,음식점,한식
"압량장 (2, 7일)",경상북도 경산시,쇼핑,5일장
압록나루,전라남도 곡성군,자연관광지,강
압록유원지,전라남도 곡성군,휴양관광지,유원지
압해대교,전라남도 신안군,건축/조형물,다리/대교
압해도,전라남도 신안군,자연관광지,섬
압해도선착장,전라남도 신안군,자연관광지,항구/포구
앙끄리에펜션,제주특별자치도 서귀포시,숙박시설,펜션
앙로고택,부산광역시 강서구,음식점,바/까페
앙상블모텔,충청남도 공주시,숙박시설,모텔
앙성온천지구,충청북도 충주시,휴양관광지,온천/욕장/스파
앙성탄산온천,충청북도 충주시,휴양관광지,온천/욕장/스파
앙코르면세점,경기도 수원시,쇼핑,면세점
앙티브,경기도 가평군,육상 레포츠,"야영장,오토캠핑장"
앙프,충청남도 천안시,음식점,바/까페
앞뱅디식당,제주특별자치도 제주시,음식점,한식
앞산 케이블카(앞산 전망대),대구광역시 남구,건축/조형물,기념탑/기념비/전망대
앞산 해넘이전망대,대구광역시 남구,건축/조형물,유명건물
앞산분식,대구광역시 남구,음식점,한식
앞산자락길,대구광역시 남구,육상 레포츠,트래킹
앞산주택,대구광역시 남구,음식점,서양식
앞산카페거리,대구광역시 남구,체험관광지,이색거리
애가Ⅱ,대구광역시 중구,숙박시설,한옥스테이
애견민박 멍집,충청남도 태안군,숙박시설,펜션
애견전용 햇살가득캠핑장,경기도 남양주시,육상 레포츠,"야영장,오토캠핑장"
애견전용해수욕장 멍비치,강원도 양양군,자연관광지,해수욕장
애관극장,인천광역시 중구,문화시설,영화관
애기똥풀,대구광역시 달서구,음식점,한식
애기봉평화생태공원,경기도 김포시,자연관광지,산
애나의정원,경기도 용인시,음식점,한식
애나의정원 분당점,경기도 성남시,음식점,한식
애니랜드,경기도 화성시,휴양관광지,테마공원
애니멀뮤지엄 더쥬,서울특별시 강동구,휴양관광지,테마공원
애니멀빌리지,충청북도 청주시,음식점,바/까페
애니멀스토리,경상남도 창원시,휴양관광지,테마공원
애니멀원더스테이지에버랜드,경기도 용인시,휴양관광지,테마공원
애니멀필드,경상북도 김천시,체험관광지,이색체험
애니언파크(울산 반려동물 문화센터),울산광역시 북구,체험관광지,이색체험
애드리브,전라북도 완주군,음식점,바/까페
애드미럴호텔,경상남도 거제시,숙박시설,관광호텔
애란궁,서울특별시 강남구,음식점,한식
애마오리본점,경기도 광주시,음식점,한식
애보박물관,인천광역시 남동구,문화시설,박물관
애비로드,강원도 평창군,숙박시설,펜션
애심목장,경기도 연천군,체험관광지,농.산.어촌 체험
애월빵공장앤카페,제주특별자치도 제주시,음식점,바/까페
애월의밤,서울특별시 영등포구,음식점,한식
애월전분공장,제주특별자치도 제주시,음식점,바/까페
애월집,제주특별자치도 제주시,음식점,한식
애월튀김간,제주특별자치도 제주시,음식점,한식
애월하미,제주특별자치도 제주시,음식점,한식
애월해안누리(구 하얀둥지),제주특별자치도 제주시,숙박시설,펜션
애은당고택·사우정고택·용계정,경상북도 포항시,역사관광지,고택
애파소,제주특별자치도 제주시,음식점,이색음식점
애플글램핑,전라남도 장성군,육상 레포츠,"야영장,오토캠핑장"
애플마루 펜션캠핑장,충청북도 단양군,육상 레포츠,"야영장,오토캠핑장"
애플모텔,광주광역시 서구,숙박시설,모텔
애플밸리농가식당,경기도 가평군,음식점,한식
